Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200701BS70352,Slight,06-07-2019,51.492137,Daylight,Kensington and Chelsea,-0.178517,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70353,Slight,02-07-2019,51.49725,Daylight,Kensington and Chelsea,-0.206839,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Taxi/Private hire car
200701BS70354,Slight,02-07-2019,51.522162,Daylight,Kensington and Chelsea,-0.212924,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70355,Slight,16-05-2019,51.499355,Daylight,Kensington and Chelsea,-0.197535,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70356,Slight,01-07-2019,51.50888,Daylight,Kensington and Chelsea,-0.197015,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701BS70357,Slight,02-07-2019,51.49566,Daylight,Kensington and Chelsea,-0.173766,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70358,Slight,04-07-2019,51.484274,Daylight,Kensington and Chelsea,-0.17595,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70359,Slight,04-07-2019,51.496381,Daylight,Kensington and Chelsea,-0.173881,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701BS70360,Slight,04-07-2019,51.495361,Daylight,Kensington and Chelsea,-0.177668,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70361,Slight,27-06-2019,51.503133,Daylight,Kensington and Chelsea,-0.191767,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Car
200701BS70362,Slight,15-06-2019,51.497628,Daylight,Kensington and Chelsea,-0.167348,2,2,Dry,Dual carriageway,Urban,Other,Taxi/Private hire car
200701BS70363,Slight,15-07-2019,51.49747,Darkness - lights lit,Kensington and Chelsea,-0.197754,1,1,Dry,One way street,Urban,Fine no high winds,Car
200701BS70364,Slight,03-07-2019,51.499504,Daylight,Kensington and Chelsea,-0.183842,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701BS70365,Slight,12-07-2019,51.526244,Daylight,Kensington and Chelsea,-0.215215,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701BS70366,Serious,09-07-2019,51.491519,Daylight,Kensington and Chelsea,-0.179262,2,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70367,Slight,06-07-2019,51.489622,Daylight,Kensington and Chelsea,-0.155713,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701BS70368,Slight,29-06-2019,51.482076,Darkness - lights lit,Kensington and Chelsea,-0.173445,1,3,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701BS70370,Serious,05-07-2019,51.515891,Daylight,Hammersmith and Fulham,-0.220376,1,2,Dry,Roundabout,Urban,Fine no high winds,Car
200701BS70371,Slight,08-07-2019,51.496752,Daylight,Kensington and Chelsea,-0.168824,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70372,Slight,06-07-2019,51.495811,Daylight,Kensington and Chelsea,-0.171887,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701BS70373,Serious,18-06-2019,51.496665,Daylight,Kensington and Chelsea,-0.168972,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70374,Serious,09-07-2019,51.497309,Daylight,Kensington and Chelsea,-0.20482,2,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70375,Serious,12-07-2019,51.483163,Daylight,Kensington and Chelsea,-0.1855,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70376,Slight,11-07-2019,51.490434,Daylight,Kensington and Chelsea,-0.167349,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70377,Slight,12-07-2019,51.514568,Daylight,Westminster,-0.19852,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70378,Serious,12-07-2019,51.482076,Daylight,Kensington and Chelsea,-0.173445,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70379,Serious,17-07-2019,51.506187,Daylight,Kensington and Chelsea,-0.209082,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70381,Slight,20-07-2019,51.50143,Daylight,Kensington and Chelsea,-0.192122,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70382,Slight,14-07-2019,51.505595,Daylight,Kensington and Chelsea,-0.211555,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70383,Serious,02-07-2019,51.489879,Darkness - lights lit,Kensington and Chelsea,-0.195316,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701BS70384,Slight,08-07-2019,51.499521,Daylight,Kensington and Chelsea,-0.208335,1,4,Dry,One way street,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70385,Slight,23-07-2019,51.482326,Daylight,Kensington and Chelsea,-0.172139,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70386,Slight,18-07-2019,51.509515,Daylight,Kensington and Chelsea,-0.197423,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70387,Slight,20-07-2019,51.50228,Daylight,Kensington and Chelsea,-0.188919,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70388,Slight,20-07-2019,51.519714,Daylight,Kensington and Chelsea,-0.211578,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70389,Slight,19-07-2019,51.526336,Darkness - lights lit,Kensington and Chelsea,-0.215355,2,3,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70390,Slight,15-07-2019,51.492652,Daylight,Kensington and Chelsea,-0.200249,1,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Car
200701BS70391,Slight,21-07-2019,51.497984,Daylight,Kensington and Chelsea,-0.201912,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70392,Slight,16-07-2019,51.501656,Daylight,Westminster,-0.160415,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70393,Slight,19-07-2019,51.489352,Daylight,Kensington and Chelsea,-0.190296,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70394,Slight,25-07-2019,51.495768,Daylight,Kensington and Chelsea,-0.192346,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701BS70395,Slight,17-07-2019,51.499011,Daylight,Kensington and Chelsea,-0.198558,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70396,Slight,20-07-2019,51.504927,Daylight,Kensington and Chelsea,-0.214895,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701BS70397,Slight,06-08-2019,51.502134,Daylight,Kensington and Chelsea,-0.191086,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70398,Serious,18-07-2019,51.492773,Daylight,Kensington and Chelsea,-0.167399,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70399,Serious,28-07-2019,51.483035,Darkness - lights lit,Kensington and Chelsea,-0.177295,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701BS70400,Slight,14-07-2019,51.501571,Daylight,Kensington and Chelsea,-0.160706,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701BS70401,Slight,28-07-2019,51.509515,Darkness - lights lit,Kensington and Chelsea,-0.197423,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701BS70403,Slight,24-07-2019,51.502224,Daylight,Kensington and Chelsea,-0.191082,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70405,Slight,01-08-2019,51.487491,Daylight,Kensington and Chelsea,-0.168907,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701BS70406,Slight,22-07-2019,51.501656,Daylight,Westminster,-0.160415,2,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70407,Slight,25-05-2019,51.480806,Daylight,Kensington and Chelsea,-0.184297,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70408,Serious,27-07-2019,51.495478,Daylight,Kensington and Chelsea,-0.202731,2,4,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70409,Serious,26-07-2019,51.495117,Daylight,Kensington and Chelsea,-0.1735,1,1,Dry,Single carriageway,Urban,Fine + high winds,Car
200701BS70410,Slight,27-07-2019,51.519986,Daylight,Kensington and Chelsea,-0.211712,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70411,Serious,25-07-2019,51.485505,Daylight,Kensington and Chelsea,-0.174172,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701BS70412,Slight,30-07-2019,51.501656,Daylight,Westminster,-0.160415,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200701BS70413,Slight,31-07-2019,51.494756,Daylight,Kensington and Chelsea,-0.185039,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70414,Serious,30-07-2019,51.481487,Daylight,Kensington and Chelsea,-0.181822,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70415,Serious,01-08-2019,51.495804,Daylight,Kensington and Chelsea,-0.171455,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200701BS70416,Slight,12-08-2019,51.513856,Daylight,Kensington and Chelsea,-0.20489,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70417,Slight,01-08-2019,51.505144,Daylight,Hammersmith and Fulham,-0.217336,1,3,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701BS70418,Slight,27-07-2019,51.501516,Daylight,Kensington and Chelsea,-0.191831,2,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70419,Slight,08-08-2019,51.486276,Daylight,Kensington and Chelsea,-0.171693,1,1,Dry,Single carriageway,Urban,Fine no high winds,Other vehicle
200701BS70420,Slight,07-08-2019,51.48715,Daylight,Hounslow,-0.252608,1,2,Dry,Roundabout,Urban,Fine no high winds,Car
200701BS70421,Slight,12-08-2019,51.527783,Daylight,Westminster,-0.215876,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70422,Serious,14-08-2019,51.522078,Daylight,Westminster,-0.201539,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70423,Slight,10-08-2019,51.491661,Daylight,Kensington and Chelsea,-0.15952,2,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701BS70424,Slight,11-08-2019,51.497288,Daylight,Kensington and Chelsea,-0.197617,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70425,Slight,15-08-2019,51.494713,Daylight,Kensington and Chelsea,-0.199735,1,2,Dry,One way street,Urban,Fine no high winds,Car
200701BS70426,Slight,17-08-2019,51.516991,Daylight,Kensington and Chelsea,-0.209955,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70427,Slight,12-08-2019,51.499026,Daylight,Kensington and Chelsea,-0.164699,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70428,Slight,10-08-2019,51.514826,Daylight,Hammersmith and Fulham,-0.221282,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70429,Slight,09-08-2019,51.497242,Daylight,Kensington and Chelsea,-0.194593,1,2,Dry,Roundabout,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70430,Slight,09-08-2019,51.497968,Daylight,Kensington and Chelsea,-0.166038,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70431,Slight,09-08-2019,51.516325,Daylight,Kensington and Chelsea,-0.213441,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701BS70432,Slight,15-08-2019,51.487743,Daylight,Kensington and Chelsea,-0.167745,1,1,Dry,Single carriageway,Urban,Fine + high winds,Car
200701BS70433,Slight,13-08-2019,51.517252,Daylight,Kensington and Chelsea,-0.203459,1,1,Dry,Single carriageway,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200701BS70434,Slight,12-08-2019,51.486792,Daylight,Kensington and Chelsea,-0.170231,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70435,Slight,14-08-2019,51.482637,Darkness - lights lit,Kensington and Chelsea,-0.186385,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701BS70437,Slight,22-08-2019,51.521811,Darkness - lights lit,Kensington and Chelsea,-0.225334,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70438,Slight,07-08-2019,51.482547,Daylight,Kensington and Chelsea,-0.186388,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70439,Slight,02-08-2019,51.510993,Daylight,Kensington and Chelsea,-0.199958,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70440,Slight,19-08-2019,51.502069,Daylight,Kensington and Chelsea,-0.18691,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701BS70441,Slight,27-08-2019,51.496855,Daylight,Kensington and Chelsea,-0.163921,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70442,Serious,09-08-2019,51.522177,Daylight,Kensington and Chelsea,-0.208022,1,3,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70444,Serious,07-08-2019,51.483357,Daylight,Kensington and Chelsea,-0.174834,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70445,Slight,02-09-2019,51.527785,Darkness - lights lit,Westminster,-0.21602,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70447,Slight,24-08-2019,51.49226,Darkness - lights lit,Kensington and Chelsea,-0.157624,1,2,Dry,One way street,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70448,Slight,30-08-2019,51.50821,Daylight,Kensington and Chelsea,-0.212029,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70449,Slight,22-08-2019,51.488425,Darkness - lights lit,Kensington and Chelsea,-0.176936,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Motorcycle over 125cc and up to 500cc
200701BS70450,Slight,07-08-2019,51.501749,Daylight,Westminster,-0.160555,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70451,Slight,05-08-2019,51.497051,Daylight,Kensington and Chelsea,-0.159159,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70452,Slight,20-08-2019,51.493487,Daylight,Westminster,-0.155557,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70453,Slight,17-08-2019,51.486376,Daylight,Kensington and Chelsea,-0.160886,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70454,Serious,19-08-2019,51.500641,Daylight,Kensington and Chelsea,-0.19345,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70455,Serious,23-03-2019,51.508641,Darkness - lights lit,Kensington and Chelsea,-0.199042,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70457,Slight,24-08-2019,51.48106,Daylight,Kensington and Chelsea,-0.183279,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70458,Slight,28-08-2019,51.504331,Daylight,Kensington and Chelsea,-0.193593,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70459,Slight,18-08-2019,51.508882,Daylight,Kensington and Chelsea,-0.197159,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701BS70460,Slight,04-08-2019,51.48266,Daylight,Kensington and Chelsea,-0.170541,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70461,Slight,24-08-2019,51.504223,Daylight,Kensington and Chelsea,-0.192444,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70462,Slight,03-09-2019,51.481574,Daylight,Kensington and Chelsea,-0.187435,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70463,Slight,25-08-2019,51.4971,Daylight,Kensington and Chelsea,-0.16809,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70464,Slight,29-08-2019,51.491824,Daylight,Kensington and Chelsea,-0.198985,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701BS70465,Slight,30-08-2019,51.508806,Darkness - lights lit,Kensington and Chelsea,-0.203936,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70466,Serious,05-09-2019,51.49262,Darkness - lights lit,Kensington and Chelsea,-0.157609,1,1,Dry,One way street,Urban,Fine no high winds,Car
200701BS70467,Slight,05-09-2019,51.511923,Darkness - lights lit,Kensington and Chelsea,-0.201939,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70468,Serious,05-09-2019,51.496411,Daylight,Kensington and Chelsea,-0.164228,2,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70469,Slight,06-09-2019,51.498675,Daylight,Kensington and Chelsea,-0.165289,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701BS70470,Slight,05-09-2019,51.481486,Darkness - lights lit,Kensington and Chelsea,-0.187583,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70471,Slight,04-09-2019,51.503223,Darkness - lights lit,Kensington and Chelsea,-0.191763,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70472,Serious,02-09-2019,51.509607,Darkness - lights lit,Kensington and Chelsea,-0.197563,1,1,Dry,Roundabout,Urban,Fine no high winds,Car
200701BS70473,Slight,07-09-2019,51.501113,Daylight,Kensington and Chelsea,-0.160148,1,1,Dry,Single carriageway,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200701BS70474,Slight,31-08-2019,51.491593,Daylight,Kensington and Chelsea,-0.17825,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701BS70475,Slight,03-09-2019,51.485757,Darkness - lights lit,Kensington and Chelsea,-0.150108,2,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70477,Slight,28-08-2019,51.493177,Daylight,Kensington and Chelsea,-0.176026,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70478,Slight,07-09-2019,51.489129,Daylight,Kensington and Chelsea,-0.164376,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70479,Slight,27-06-2019,51.514918,Daylight,Hammersmith and Fulham,-0.221423,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701BS70480,Slight,14-09-2019,51.496518,Darkness - lights lit,Kensington and Chelsea,-0.206003,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70481,Slight,15-09-2019,51.499009,Daylight,Kensington and Chelsea,-0.198414,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70482,Slight,01-09-2019,51.511833,Daylight,Kensington and Chelsea,-0.201943,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70483,Slight,03-09-2019,51.51417,Daylight,Kensington and Chelsea,-0.20776,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70484,Slight,06-09-2019,51.497188,Daylight,Kensington and Chelsea,-0.167942,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70485,Slight,10-09-2019,51.499024,Daylight,Kensington and Chelsea,-0.164555,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70486,Slight,13-09-2019,51.487637,Darkness - lights lit,Kensington and Chelsea,-0.178264,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70487,Slight,14-09-2019,51.49454,Darkness - lights lit,Kensington and Chelsea,-0.188505,2,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70488,Slight,07-09-2019,51.491732,Daylight,Kensington and Chelsea,-0.198845,1,3,Dry,One way street,Urban,Fine no high winds,Car
200701BS70489,Slight,13-09-2019,51.501947,Daylight,Kensington and Chelsea,-0.190661,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701BS70490,Slight,02-08-2019,51.489302,Daylight,Kensington and Chelsea,-0.175461,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70491,Slight,05-08-2019,51.500994,Darkness - lights lit,Kensington and Chelsea,-0.193004,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70493,Slight,27-08-2019,51.492953,Darkness - lights lit,Kensington and Chelsea,-0.173154,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701BS70494,Slight,16-08-2019,51.506936,Darkness - lights lit,Kensington and Chelsea,-0.199254,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70495,Slight,10-09-2019,51.49566,Daylight,Kensington and Chelsea,-0.173766,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701BS70496,Slight,16-09-2019,51.520266,Daylight,Kensington and Chelsea,-0.218331,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70497,Slight,10-09-2019,51.498926,Daylight,Kensington and Chelsea,-0.198849,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70498,Slight,08-09-2019,51.50191,Darkness - lights lit,Westminster,-0.159396,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70499,Slight,15-09-2019,51.499024,Daylight,Kensington and Chelsea,-0.164555,2,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70500,Slight,13-09-2019,51.516658,Daylight,Kensington and Chelsea,-0.205789,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70501,Slight,31-08-2019,51.50203,Daylight,Kensington and Chelsea,-0.190226,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70502,Slight,23-09-2019,51.497524,Daylight,Kensington and Chelsea,-0.183777,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70503,Slight,25-08-2019,51.499199,Darkness - lights lit,Kensington and Chelsea,-0.16426,1,1,Dry,One way street,Urban,Fine no high winds,Car
200701BS70504,Slight,20-09-2019,51.518806,Daylight,Kensington and Chelsea,-0.211037,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701BS70505,Slight,22-09-2019,51.48901,Daylight,Kensington and Chelsea,-0.191461,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70506,Slight,27-09-2019,51.488093,Daylight,Kensington and Chelsea,-0.167154,2,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70507,Slight,01-09-2019,51.488425,Darkness - lights lit,Kensington and Chelsea,-0.176936,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70508,Slight,16-09-2019,51.496019,Darkness - lights lit,Kensington and Chelsea,-0.196947,1,4,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701BS70509,Slight,14-09-2019,51.487618,Daylight,Kensington and Chelsea,-0.188636,1,2,Dry,One way street,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70510,Slight,15-09-2019,51.515838,Daylight,Kensington and Chelsea,-0.2051,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701BS70511,Slight,14-09-2019,51.500567,Daylight,Kensington and Chelsea,-0.194462,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701BS70512,Slight,23-09-2019,51.492931,Daylight,Kensington and Chelsea,-0.200814,3,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70513,Slight,06-09-2019,51.518806,Daylight,Kensington and Chelsea,-0.211037,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70514,Serious,17-09-2019,51.496038,Daylight,Kensington and Chelsea,-0.192336,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70516,Slight,17-09-2019,51.504874,Darkness - lights lit,Kensington and Chelsea,-0.193859,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70517,Slight,22-09-2019,51.506358,Daylight,Kensington and Chelsea,-0.208499,1,3,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70518,Slight,14-09-2019,51.501744,Darkness - lights lit,Westminster,-0.160267,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70520,Serious,19-09-2019,51.481746,Daylight,Kensington and Chelsea,-0.17533,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701BS70521,Slight,23-09-2019,51.489787,Daylight,Kensington and Chelsea,-0.195176,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701BS70523,Slight,25-09-2019,51.499239,Daylight,Kensington and Chelsea,-0.195811,2,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Car
200701BS70524,Serious,12-09-2019,51.492371,Daylight,Kensington and Chelsea,-0.193633,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70525,Slight,01-10-2019,51.496381,Daylight,Kensington and Chelsea,-0.173881,1,3,Wet or damp,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701BS70526,Slight,01-10-2019,51.499289,Daylight,Kensington and Chelsea,-0.164256,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Car
200701BS70527,Slight,03-10-2019,51.509129,Daylight,Kensington and Chelsea,-0.195709,1,3,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701BS70528,Slight,22-09-2019,51.482549,Daylight,Kensington and Chelsea,-0.186532,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701BS70529,Slight,26-09-2019,51.521829,Daylight,Kensington and Chelsea,-0.226487,1,3,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70531,Slight,06-10-2019,51.485757,Daylight,Kensington and Chelsea,-0.150108,3,3,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70532,Slight,28-08-2019,51.496174,Daylight,Kensington and Chelsea,-0.207025,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701BS70533,Serious,28-09-2019,51.489389,Daylight,Kensington and Chelsea,-0.163789,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701BS70534,Serious,17-09-2019,51.491632,Daylight,Kensington and Chelsea,-0.192366,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701BS70535,Slight,04-10-2019,51.491279,Daylight,Kensington and Chelsea,-0.163857,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
